2018-08-02 17:26:29.163 INFO  FrameworkServlet 'remote': initialization started
2018-08-02 17:26:29.187 INFO  Refreshing WebApplicationContext for namespace 'rm-resolver': startup date [Thu Aug 02 17:26:29 CST 2018]; root of context hierarchy
2018-08-02 17:26:29.232 INFO  Loading XML bean definitions from ServletContext resource [/WEB-INF/rm-resolver.xml]
2018-08-02 17:26:29.333 INFO  Loading XML bean definitions from class path resource [META-INF/spring/spr-common.xml]
2018-08-02 17:26:31.982 INFO  Loading XML bean definitions from class path resource [META-INF/spring/spr-quartz-dayend.xml]
2018-08-02 17:26:32.005 INFO  Loading XML bean definitions from class path resource [META-INF/spring/spr-redis-beans.xml]
2018-08-02 17:26:32.028 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-common.xml]
2018-08-02 17:26:32.036 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-site.xml]
2018-08-02 17:26:32.071 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-manage.xml]
2018-08-02 17:26:32.084 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-srv-gateway.xml]
2018-08-02 17:26:32.121 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-client-gateway.xml]
2018-08-02 17:26:32.135 INFO  Loading XML bean definitions from class path resource [META-INF/remote/rm-client-schedule.xml]
2018-08-02 17:26:34.608 INFO  Loading properties file from class path resource [placeholder.properties]
2018-08-02 17:26:50.211 INFO  Using default implementation for ThreadExecutor
2018-08-02 17:26:50.259 INFO  Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2018-08-02 17:26:50.260 INFO  Quartz Scheduler v.2.2.1 created.
2018-08-02 17:26:50.264 INFO  RAMJobStore initialized.
2018-08-02 17:26:50.266 INFO  Scheduler meta-data: Quartz Scheduler (v2.2.1) 'schedulerFactoryBean' with instanceId 'NON_CLUSTERED'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 10 threads.
  Using job-store 'org.quartz.simpl.RAMJobStore' - which does not support persistence. and is not clustered.

2018-08-02 17:26:50.266 INFO  Quartz scheduler 'schedulerFactoryBean' initialized from an externally provided properties instance.
2018-08-02 17:26:50.266 INFO  Quartz scheduler version: 2.2.1
2018-08-02 17:26:50.269 INFO  JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@771afdd5
2018-08-02 17:26:50.803 INFO  Initializing ExecutorService  'repayHandleExecutor'
2018-08-02 17:26:51.007 INFO  Initializing ExecutorService  'loan7DaiExecutor'
2018-08-02 17:26:51.017 INFO  Initializing ExecutorService  'loanExecutor'
2018-08-02 17:26:51.337 INFO  Initializing ExecutorService  'repayExecutor'
2018-08-02 17:26:55.937 INFO  HV000001: Hibernate Validator 5.1.3.Final
2018-08-02 17:26:56.545 INFO  Looking for @ControllerAdvice: WebApplicationContext for namespace 'rm-resolver': startup date [Thu Aug 02 17:26:29 CST 2018]; root of context hierarchy
2018-08-02 17:26:56.672 INFO  Looking for @ControllerAdvice: WebApplicationContext for namespace 'rm-resolver': startup date [Thu Aug 02 17:26:29 CST 2018]; root of context hierarchy
2018-08-02 17:26:56.857 INFO  Mapped URL path [/siteService] onto handler '/siteService'
2018-08-02 17:26:56.866 INFO  Mapped URL path [/manageService] onto handler '/manageService'
2018-08-02 17:26:56.877 INFO  Mapped URL path [/gatewayDafyService] onto handler '/gatewayDafyService'
2018-08-02 17:26:56.888 INFO  Mapped URL path [/gatewayPay19Service] onto handler '/gatewayPay19Service'
2018-08-02 17:26:56.900 INFO  Mapped URL path [/gatewayBaoFooService] onto handler '/gatewayBaoFooService'
2018-08-02 17:26:56.915 INFO  Mapped URL path [/gatewayReapalService] onto handler '/gatewayReapalService'
2018-08-02 17:26:56.932 INFO  Mapped URL path [/gatewayMobileService] onto handler '/gatewayMobileService'
2018-08-02 17:26:56.951 INFO  Mapped URL path [/gatewayCsaiService] onto handler '/gatewayCsaiService'
2018-08-02 17:26:56.968 INFO  Mapped URL path [/gatewayLoanService] onto handler '/gatewayLoanService'
2018-08-02 17:26:56.987 INFO  Mapped URL path [/gatewayHFBankService] onto handler '/gatewayHFBankService'
2018-08-02 17:26:57.001 INFO  Mapped URL path [/gatewayQb178Service] onto handler '/gatewayQb178Service'
2018-08-02 17:26:57.015 INFO  Mapped URL path [/gatewayZsdService] onto handler '/gatewayZsdService'
2018-08-02 17:26:57.032 INFO  Mapped URL path [/gatewayDepLoan7Service] onto handler '/gatewayDepLoan7Service'
2018-08-02 17:26:57.053 INFO  Mapped URL path [/gatewayQiDianService] onto handler '/gatewayQiDianService'
2018-08-02 17:26:57.275 INFO  Starting beans in phase 2147483647
2018-08-02 17:26:57.276 INFO  Starting Quartz Scheduler now
2018-08-02 17:26:57.276 INFO  Scheduler schedulerFactoryBean_$_NON_CLUSTERED started.
2018-08-02 17:26:57.389 INFO  [quartzInitListener] init start
2018-08-02 17:26:58.105 INFO  [quartzInitListener] init end
2018-08-02 17:26:58.107 INFO  FrameworkServlet 'remote': initialization completed in 28941 ms
2018-08-02 17:28:33.062 INFO  ======交易[Home-RedPacketAmount]：开始执行======
2018-08-02 17:28:33.182 INFO  读取缓存数据，cacheMethod：redis_cache_home_redpacketamount
2018-08-02 17:28:33.182 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:33.233 INFO  读取缓存数据开始，cachekey：home_redpacketamount_object_pc
2018-08-02 17:28:33.233 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:33.254 INFO  读取缓存数据——没有缓存数据，cachekey：home_redpacketamount_object_pc
2018-08-02 17:28:33.327 INFO  添加缓存redisCacheKey数据，cacheMethod：redis_cache_home_redpacketamount，cachekey：home_redpacketamount_object_pc，expire：300
2018-08-02 17:28:33.327 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:33.484 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:33.508 INFO  ======交易[Home-RedPacketAmount]：执行结束======
2018-08-02 17:28:33.508 INFO  ======响应报文[耗时：446毫秒]======
2018-08-02 17:28:33.587 INFO  ======交易[Home-InfoQuery]：开始执行======
2018-08-02 17:28:33.596 INFO  读取缓存数据，cacheMethod：redis_cache_home_infoquery
2018-08-02 17:28:33.596 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:33.699 INFO  读取缓存数据开始，cachekey：home_infoquery_object_pc
2018-08-02 17:28:33.699 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:33.830 INFO  读取缓存数据——没有缓存数据，cachekey：home_infoquery_object_pc
2018-08-02 17:28:36.091 INFO  添加缓存redisCacheKey数据，cacheMethod：redis_cache_home_infoquery，cachekey：home_infoquery_object_pc，expire：300
2018-08-02 17:28:36.091 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.152 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.199 INFO  ======交易[Home-InfoQuery]：执行结束======
2018-08-02 17:28:36.199 INFO  ======响应报文[耗时：2612毫秒]======
2018-08-02 17:28:36.206 INFO  ======交易[News-CurrentNews]：开始执行======
2018-08-02 17:28:36.212 INFO  读取缓存数据，cacheMethod：redis_cache_newsservice_currentnews
2018-08-02 17:28:36.212 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.255 INFO  读取缓存数据开始，cachekey：newsservice_currentnews_object_bgw_notice_4
2018-08-02 17:28:36.255 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.298 INFO  读取缓存数据——没有缓存数据，cachekey：newsservice_currentnews_object_bgw_notice_4
2018-08-02 17:28:36.398 INFO  添加缓存redisCacheKey数据，cacheMethod：redis_cache_newsservice_currentnews，cachekey：newsservice_currentnews_object_bgw_notice_4，expire：300
2018-08-02 17:28:36.398 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.436 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.472 INFO  ======交易[News-CurrentNews]：执行结束======
2018-08-02 17:28:36.472 INFO  ======响应报文[耗时：266毫秒]======
2018-08-02 17:28:36.486 INFO  ======交易[News-CurrentNews]：开始执行======
2018-08-02 17:28:36.487 INFO  读取缓存数据，cacheMethod：redis_cache_newsservice_currentnews
2018-08-02 17:28:36.487 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.512 INFO  读取缓存数据开始，cachekey：newsservice_currentnews_object_bgw_company_dynamic_3
2018-08-02 17:28:36.512 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.533 INFO  读取缓存数据——没有缓存数据，cachekey：newsservice_currentnews_object_bgw_company_dynamic_3
2018-08-02 17:28:36.570 INFO  添加缓存redisCacheKey数据，cacheMethod：redis_cache_newsservice_currentnews，cachekey：newsservice_currentnews_object_bgw_company_dynamic_3，expire：300
2018-08-02 17:28:36.570 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.610 INFO  当前redis服务：[114.215.203.101:6379]
2018-08-02 17:28:36.635 INFO  ======交易[News-CurrentNews]：执行结束======
2018-08-02 17:28:36.635 INFO  ======响应报文[耗时：148毫秒]======
2018-08-02 17:28:36.637 INFO  ======交易[News-CurrentNews]：开始执行======
2018-08-02 17:28:36.637 INFO  读取缓存数据，cacheMethod：redis_cache_newsservice_currentnews
